"AccountId","AccountDescription","AccountParentId","StoreId","StoreDescription","LocationId","LocationDescription","ProductId","ProductDescription","Sales_ManagerId","Sales_ManagerDescription","DateDATE","DateYear","DateQuarter","DateMonth","DateDAY","CategoryVersion","CategoryCategory","CategoryType","Value","ValueUnit"
"Original_Sales_Price","Original Sales Price","","ST141","Montford Convenience","CT6","Oakland","PD11","Orange no pulp","SM7","Kiran Raj","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","5299.5261866","USD"
"Original_Sales_Price","Original Sales Price","","ST63","Wholeway Store","CT5","San Jose","PD2","Pepsi","SM6","Ed Young","2016-07-01","2016","20163","201607","1","Actual","Actuals","public","28654.9722247","USD"
"Original_Sales_Price","Original Sales Price","","ST70","C-Mart","CT5","San Jose","PD17","Pomegranate","SM3","John Minker","2016-03-01","2016","20161","201603","1","Actual","Actuals","public","1435.368818","USD"
"Original_Sales_Price","Original Sales Price","","ST81","McGorbers","CT3","San Diego","PD10","Orange with pulp","SM7","Kiran Raj","2014-01-01","2014","20141","201401","1","Actual","Actuals","public","506060.4250408","USD"
"Original_Sales_Price","Original Sales Price","","ST217","Marco Express","CT8","Beverly Hills","PD19","Coconut Water","SM5","David Carl","2015-10-01","2015","20154","201510","1","Actual","Actuals","public","383.0786893","USD"
"Original_Sales_Price","Original Sales Price","","ST206","Johns Corner Store","CT14","Salem","PD11","Orange no pulp","SM6","Ed Young","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","559.1913838","USD"
"Original_Sales_Price","Original Sales Price","","ST70","C-Mart","CT1","Los Angeles","PD11","Orange no pulp","SM3","John Minker","2015-06-01","2015","20152","201506","1","Actual","Actuals","public","365.4845646","USD"
"Original_Sales_Price","Original Sales Price","","ST58","Williams Mart","CT5","San Jose","PD18","Strawberry Juice","SM3","John Minker","2016-05-01","2016","20162","201605","1","Actual","Actuals","public","754.3319306","USD"
"Original_Sales_Price","Original Sales Price","","ST49","English Bay depot","CT1","Los Angeles","PD27","White Wine","SM5","David Carl","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","310.9203535","USD"
"Original_Sales_Price","Original Sales Price","","ST220","Harvestime Foods","CT7","Santa Barbara","PD17","Pomegranate","SM7","Kiran Raj","2014-10-01","2014","20144","201410","1","Actual","Actuals","public","358.8422045","USD"
"Original_Sales_Price","Original Sales Price","","ST40","Only Fabric","CT3","San Diego","PD5","Fanta","SM9","Lia Armand","2014-01-01","2014","20141","201401","1","Actual","Actuals","public","28043.1760407","USD"
"Original_Sales_Price","Original Sales Price","","ST119","Pay N Go","CT2","San Francisco","PD18","Strawberry Juice","SM7","Kiran Raj","2016-08-01","2016","20163","201608","1","Actual","Actuals","public","452.5991584","USD"
"Original_Sales_Price","Original Sales Price","","ST163","Dahls Food Mart","CT6","Oakland","PD24","Amber","SM9","Lia Armand","2016-02-01","2016","20161","201602","1","Actual","Actuals","public","1083.3103173","USD"
"Original_Sales_Price","Original Sales Price","","ST126","Rosa Foods","CT9","Las Vegas","PD1","Coca-Cola","SM7","Kiran Raj","2016-02-01","2016","20161","201602","1","Actual","Actuals","public","3890.3572649","USD"
"Original_Sales_Price","Original Sales Price","","ST188","Arrowhead Corner Store","CT8","Beverly Hills","PD17","Pomegranate","SM8","Gabriel Walton","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","1076.5266135","USD"
"Original_Sales_Price","Original Sales Price","","ST34","Joeys Wholesale Foods","CT13","Portland","PD12","Lemonade","SM7","Kiran Raj","2015-08-01","2015","20153","201508","1","Actual","Actuals","public","6620.7539238","USD"
"Original_Sales_Price","Original Sales Price","","ST14","Anna Foods","CT14","Salem","PD11","Orange no pulp","SM9","Lia Armand","2016-03-01","2016","20161","201603","1","Actual","Actuals","public","372.7942559","USD"
"Original_Sales_Price","Original Sales Price","","ST49","English Bay depot","CT4","Sacramento","PD12","Lemonade","SM5","David Carl","2014-10-01","2014","20144","201410","1","Actual","Actuals","public","18106.2929804","USD"
"Original_Sales_Price","Original Sales Price","","ST115","Night Stop ","CT1","Los Angeles","PD6","Orange Crush","SM1","Janet Bury","2015-01-01","2015","20151","201501","1","Actual","Actuals","public","45880.8445376","USD"
"Original_Sales_Price","Original Sales Price","","ST197","Richmond Night Market","CT8","Beverly Hills","PD17","Pomegranate","SM7","Kiran Raj","2015-12-01","2015","20154","201512","1","Actual","Actuals","public","897.1055113","USD"
"Original_Sales_Price","Original Sales Price","","ST35","Quality Shopping","CT14","Salem","PD25","Low Calorie Beer","SM4","Nancy Miller","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","205.2978847","USD"
"Original_Sales_Price","Original Sales Price","","ST124","Barnet Depot","CT14","Salem","PD15","Pineapple Juice","SM9","Lia Armand","2016-09-01","2016","20163","201609","1","Actual","Actuals","public","8281.8904326","USD"
"Original_Sales_Price","Original Sales Price","","ST87","Hermans Department Store","CT1","Los Angeles","PD21","Dark Beer","SM7","Kiran Raj","2014-12-01","2014","20144","201412","1","Actual","Actuals","public","802.1117982","USD"
"Original_Sales_Price","Original Sales Price","","ST50","Everything Store","CT2","San Francisco","PD22","Lager","SM9","Lia Armand","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","2931.0790335","USD"
"Original_Sales_Price","Original Sales Price","","ST60","Hooli","CT1","Los Angeles","PD7","Diet Coke","SM1","Janet Bury","2014-01-01","2014","20141","201401","1","Actual","Actuals","public","8492.0440853","USD"
"Original_Sales_Price","Original Sales Price","","ST78","McLeods","CT5","San Jose","PD15","Pineapple Juice","SM8","Gabriel Walton","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","282.7548799","USD"
"Original_Sales_Price","Original Sales Price","","ST110","Laymens","CT1","Los Angeles","PD27","White Wine","SM7","Kiran Raj","2014-06-01","2014","20142","201406","1","Actual","Actuals","public","22697.1858076","USD"
"Original_Sales_Price","Original Sales Price","","ST176","Tony Finer Mart","CT14","Salem","PD17","Pomegranate","SM5","David Carl","2014-09-01","2014","20143","201409","1","Actual","Actuals","public","3326.4672358","USD"
"Original_Sales_Price","Original Sales Price","","ST209","Stripes","CT15","Eugene","PD10","Orange with pulp","SM1","Janet Bury","2015-10-01","2015","20154","201510","1","Actual","Actuals","public","1101290.4435947","USD"
"Original_Sales_Price","Original Sales Price","","ST20","A&A","CT1","Los Angeles","PD4","Ginger Ale","SM10","Gary Dumin","2016-09-01","2016","20163","201609","1","Actual","Actuals","public","909.4461611","USD"
"Original_Sales_Price","Original Sales Price","","ST112","B & D Store","CT9","Las Vegas","PD2","Pepsi","SM2","Lois Wood","2016-12-01","2016","20164","201612","1","Actual","Actuals","public","3506.020131","USD"
"Original_Sales_Price","Original Sales Price","","ST78","McLeods","CT1","Los Angeles","PD14","Mango Juice","SM8","Gabriel Walton","2014-01-01","2014","20141","201401","1","Actual","Actuals","public","3007.1553307","USD"
"Original_Sales_Price","Original Sales Price","","ST55","Ruffs Corner Store","CT1","Los Angeles","PD12","Lemonade","SM7","Kiran Raj","2016-12-01","2016","20164","201612","1","Actual","Actuals","public","9736.4028291","USD"
"Original_Sales_Price","Original Sales Price","","ST157","Roys Inc","CT7","Santa Barbara","PD10","Orange with pulp","SM3","John Minker","2016-12-01","2016","20164","201612","1","Actual","Actuals","public","486755.6676823","USD"
"Original_Sales_Price","Original Sales Price","","ST216","Flash Foods","CT7","Santa Barbara","PD29","Sparkling Water","SM5","David Carl","2014-02-01","2014","20141","201402","1","Actual","Actuals","public","326.4478013","USD"
"Original_Sales_Price","Original Sales Price","","ST70","C-Mart","CT5","San Jose","PD22","Lager","SM3","John Minker","2016-06-01","2016","20162","201606","1","Actual","Actuals","public","9138.069928","USD"
"Original_Sales_Price","Original Sales Price","","ST211","Lakeview One Stop","CT1","Los Angeles","PD6","Orange Crush","SM7","Kiran Raj","2016-08-01","2016","20163","201608","1","Actual","Actuals","public","749.6870022","USD"
"Original_Sales_Price","Original Sales Price","","ST196","Haverhill Market","CT1","Los Angeles","PD23","IPA","SM7","Kiran Raj","2016-04-01","2016","20162","201604","1","Actual","Actuals","public","115.1950751","USD"
"Original_Sales_Price","Original Sales Price","","ST101","Budget Mart","CT1","Los Angeles","PD16","Watermelon Juice","SM7","Kiran Raj","2015-07-01","2015","20153","201507","1","Actual","Actuals","public","8444.6081478","USD"
"Original_Sales_Price","Original Sales Price","","ST171","Gaston Mart","CT10","Reno","PD15","Pineapple Juice","SM4","Nancy Miller","2014-04-01","2014","20142","201404","1","Actual","Actuals","public","2773.8253719","USD"
"Original_Sales_Price","Original Sales Price","","ST113","Rickys Thrifts","CT1","Los Angeles","PD23","IPA","SM3","John Minker","2015-08-01","2015","20153","201508","1","Actual","Actuals","public","460.7803003","USD"
"Original_Sales_Price","Original Sales Price","","ST133","Rupert Corner Store","CT1","Los Angeles","PD10","Orange with pulp","SM8","Gabriel Walton","2015-11-01","2015","20154","201511","1","Actual","Actuals","public","515712.8037201","USD"
"Original_Sales_Price","Original Sales Price","","ST140","Convenience Plus","CT9","Las Vegas","PD28","Mixed Drinks","SM10","Gary Dumin","2016-03-01","2016","20161","201603","1","Actual","Actuals","public","2438.0194496","USD"
"Original_Sales_Price","Original Sales Price","","ST160","Fairplay Foods","CT2","San Francisco","PD24","Amber","SM9","Lia Armand","2015-08-01","2015","20153","201508","1","Actual","Actuals","public","5166.556898","USD"
"Original_Sales_Price","Original Sales Price","","ST126","Rosa Foods","CT9","Las Vegas","PD21","Dark Beer","SM7","Kiran Raj","2016-04-01","2016","20162","201604","1","Actual","Actuals","public","441.161489","USD"
"Original_Sales_Price","Original Sales Price","","ST41","White Club","CT14","Salem","PD22","Lager","SM6","Ed Young","2016-05-01","2016","20162","201605","1","Actual","Actuals","public","11476.0364983","USD"
"Original_Sales_Price","Original Sales Price","","ST170","Old Riverton Corner Store","CT1","Los Angeles","PD21","Dark Beer","SM1","Janet Bury","2016-07-01","2016","20163","201607","1","Actual","Actuals","public","1203.1676974","USD"
"Original_Sales_Price","Original Sales Price","","ST70","C-Mart","CT1","Los Angeles","PD15","Pineapple Juice","SM3","John Minker","2014-04-01","2014","20142","201404","1","Actual","Actuals","public","1696.5292795","USD"
"Original_Sales_Price","Original Sales Price","","ST33","Asafo Foods","CT4","Sacramento","PD27","White Wine","SM7","Kiran Raj","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","33268.4778275","USD"
"Original_Sales_Price","Original Sales Price","","ST149","Peach Lake Market","CT5","San Jose","PD2","Pepsi","SM1","Janet Bury","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","2722.8706639","USD"
"Original_Sales_Price","Original Sales Price","","ST84","Chuckles","CT15","Eugene","PD6","Orange Crush","SM11","James Frank","2015-07-01","2015","20153","201507","1","Actual","Actuals","public","6331.856421","USD"
"Original_Sales_Price","Original Sales Price","","ST103","County Fair Foods","CT14","Salem","PD11","Orange no pulp","SM2","Lois Wood","2015-03-01","2015","20151","201503","1","Actual","Actuals","public","8760.6650134","USD"
"Original_Sales_Price","Original Sales Price","","ST214","Hillcrest","CT8","Beverly Hills","PD28","Mixed Drinks","SM5","David Carl","2015-08-01","2015","20153","201508","1","Actual","Actuals","public","637.3907058","USD"
"Original_Sales_Price","Original Sales Price","","ST206","Johns Corner Store","CT18","Beaverton","PD23","IPA","SM6","Ed Young","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","3796.8296744","USD"
"Original_Sales_Price","Original Sales Price","","ST140","Convenience Plus","CT9","Las Vegas","PD22","Lager","SM10","Gary Dumin","2016-08-01","2016","20163","201608","1","Actual","Actuals","public","45973.1125588","USD"
"Original_Sales_Price","Original Sales Price","","ST197","Richmond Night Market","CT7","Santa Barbara","PD12","Lemonade","SM7","Kiran Raj","2014-04-01","2014","20142","201404","1","Actual","Actuals","public","683.2563389","USD"
"Original_Sales_Price","Original Sales Price","","ST73","Johnson Store","CT1","Los Angeles","PD28","Mixed Drinks","SM2","Lois Wood","2014-11-01","2014","20144","201411","1","Actual","Actuals","public","318.6953529","USD"
"Original_Sales_Price","Original Sales Price","","ST159","United Supermarket","CT6","Oakland","PD29","Sparkling Water","SM5","David Carl","2016-01-01","2016","20161","201601","1","Actual","Actuals","public","163.2239007","USD"
"Original_Sales_Price","Original Sales Price","","ST205","Premium Foods","CT3","San Diego","PD26","Red Wine","SM9","Lia Armand","2014-12-01","2014","20144","201412","1","Actual","Actuals","public","887.4841802","USD"
"Original_Sales_Price","Original Sales Price","","ST111","Crown Groceries","CT6","Oakland","PD29","Sparkling Water","SM1","Janet Bury","2016-09-01","2016","20163","201609","1","Actual","Actuals","public","326.4478013","USD"
"Original_Sales_Price","Original Sales Price","","ST112","B & D Store","CT9","Las Vegas","PD9","Apple Juice","SM2","Lois Wood","2014-09-01","2014","20143","201409","1","Actual","Actuals","public","1362.6377139","USD"
"Original_Sales_Price","Original Sales Price","","ST85","Grow Grocery","CT9","Las Vegas","PD13","Apple Cider","SM10","Gary Dumin","2016-03-01","2016","20161","201603","1","Actual","Actuals","public","4177.0224674","USD"
"Original_Sales_Price","Original Sales Price","","ST17","M Market","CT4","Sacramento","PD28","Mixed Drinks","SM8","Gabriel Walton","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","956.0860587","USD"
"Original_Sales_Price","Original Sales Price","","ST68","Selica ","CT1","Los Angeles","PD21","Dark Beer","SM4","Nancy Miller","2015-02-01","2015","20151","201502","1","Actual","Actuals","public","69984.2543966","USD"
"Original_Sales_Price","Original Sales Price","","ST18","Skyway Mart","CT4","Sacramento","PD3","Sprite","SM2","Lois Wood","2014-07-01","2014","20143","201407","1","Actual","Actuals","public","2524.1350899","USD"
"Original_Sales_Price","Original Sales Price","","ST38","Henrys Corner Store","CT10","Reno","PD25","Low Calorie Beer","SM7","Kiran Raj","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","3079.4682711","USD"
"Original_Sales_Price","Original Sales Price","","ST24","Looking Good","CT13","Portland","PD11","Orange no pulp","SM8","Gabriel Walton","2014-10-01","2014","20144","201410","1","Actual","Actuals","public","372.7942559","USD"
"Original_Sales_Price","Original Sales Price","","ST90","TDI Store","CT14","Salem","PD10","Orange with pulp","SM4","Nancy Miller","2015-10-01","2015","20154","201510","1","Actual","Actuals","public","575925.2611954","USD"
"Original_Sales_Price","Original Sales Price","","ST9","Corner Stop Conviences ","CT2","San Francisco","PD12","Lemonade","SM7","Kiran Raj","2016-08-01","2016","20163","201608","1","Actual","Actuals","public","9223.9605749","USD"
"Original_Sales_Price","Original Sales Price","","ST220","Harvestime Foods","CT1","Los Angeles","PD25","Low Calorie Beer","SM7","Kiran Raj","2016-07-01","2016","20163","201607","1","Actual","Actuals","public","1974.0181225","USD"
"Original_Sales_Price","Original Sales Price","","ST169","City Market","CT13","Portland","PD5","Fanta","SM4","Nancy Miller","2016-12-01","2016","20164","201612","1","Actual","Actuals","public","3382.0915828","USD"
"Original_Sales_Price","Original Sales Price","","ST102","Dora Tolleson","CT1","Los Angeles","PD6","Orange Crush","SM3","John Minker","2014-06-01","2014","20142","201406","1","Actual","Actuals","public","1199.4992036","USD"
"Original_Sales_Price","Original Sales Price","","ST27","Your Store","CT4","Sacramento","PD28","Mixed Drinks","SM5","David Carl","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","796.7383822","USD"
"Original_Sales_Price","Original Sales Price","","ST65","Wrapup","CT5","San Jose","PD10","Orange with pulp","SM8","Gabriel Walton","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","221545.0725428","USD"
"Original_Sales_Price","Original Sales Price","","ST157","Roys Inc","CT5","San Jose","PD5","Fanta","SM3","John Minker","2014-06-01","2014","20142","201406","1","Actual","Actuals","public","15642.1735704","USD"
"Original_Sales_Price","Original Sales Price","","ST189","More For Less","CT13","Portland","PD22","Lager","SM8","Gabriel Walton","2016-04-01","2016","20162","201604","1","Actual","Actuals","public","30303.9088784","USD"
"Original_Sales_Price","Original Sales Price","","ST85","Grow Grocery","CT9","Las Vegas","PD25","Low Calorie Beer","SM10","Gary Dumin","2015-06-01","2015","20152","201506","1","Actual","Actuals","public","14781.4477012","USD"
"Original_Sales_Price","Original Sales Price","","ST42","W-Mart","CT4","Sacramento","PD2","Pepsi","SM1","Janet Bury","2014-01-01","2014","20141","201401","1","Actual","Actuals","public","12317.7482414","USD"
"Original_Sales_Price","Original Sales Price","","ST166","Rosauers Food & Drug Center","CT1","Los Angeles","PD14","Mango Juice","SM1","Janet Bury","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","1424.4419988","USD"
"Original_Sales_Price","Original Sales Price","","ST140","Convenience Plus","CT9","Las Vegas","PD24","Amber","SM10","Gary Dumin","2015-03-01","2015","20151","201503","1","Actual","Actuals","public","9716.4602307","USD"
"Original_Sales_Price","Original Sales Price","","ST2","Meadow Depot","CT11","Henderson","PD15","Pineapple Juice","SM2","Lois Wood","2016-04-01","2016","20162","201604","1","Actual","Actuals","public","4777.1436961","USD"
"Original_Sales_Price","Original Sales Price","","ST117","Bellview Market place","CT1","Los Angeles","PD27","White Wine","SM5","David Carl","2015-02-01","2015","20151","201502","1","Actual","Actuals","public","6995.7079544","USD"
"Original_Sales_Price","Original Sales Price","","ST119","Pay N Go","CT2","San Francisco","PD15","Pineapple Juice","SM7","Kiran Raj","2015-02-01","2015","20151","201502","1","Actual","Actuals","public","7493.0043176","USD"
"Original_Sales_Price","Original Sales Price","","ST163","Dahls Food Mart","CT5","San Jose","PD10","Orange with pulp","SM9","Lia Armand","2014-08-01","2014","20143","201408","1","Actual","Actuals","public","274403.3367388","USD"
"Original_Sales_Price","Original Sales Price","","ST88","D & K Surplus Grocery","CT5","San Jose","PD29","Sparkling Water","SM7","Kiran Raj","2016-06-01","2016","20162","201606","1","Actual","Actuals","public","1305.7912054","USD"
"Original_Sales_Price","Original Sales Price","","ST219","Mesa Mart","CT2","San Francisco","PD1","Coca-Cola","SM5","David Carl","2016-05-01","2016","20162","201605","1","Actual","Actuals","public","2778.8266178","USD"
"Original_Sales_Price","Original Sales Price","","ST157","Roys Inc","CT1","Los Angeles","PD23","IPA","SM3","John Minker","2014-10-01","2014","20144","201410","1","Actual","Actuals","public","2534.2916516","USD"
"Original_Sales_Price","Original Sales Price","","ST15","Steves","CT4","Sacramento","PD13","Apple Cider","SM3","John Minker","2014-09-01","2014","20143","201409","1","Actual","Actuals","public","3978.1166356","USD"
"Original_Sales_Price","Original Sales Price","","ST148","James & Sons","CT10","Reno","PD22","Lager","SM7","Kiran Raj","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","174.1405779","USD"
"Original_Sales_Price","Original Sales Price","","ST17","M Market","CT4","Sacramento","PD19","Coconut Water","SM8","Gabriel Walton","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","574.6180339","USD"
"Original_Sales_Price","Original Sales Price","","ST164","Hanson Foods","CT2","San Francisco","PD27","White Wine","SM5","David Carl","2015-05-01","2015","20152","201505","1","Actual","Actuals","public","4819.2654797","USD"
"Original_Sales_Price","Original Sales Price","","ST113","Rickys Thrifts","CT1","Los Angeles","PD15","Pineapple Juice","SM3","John Minker","2015-01-01","2015","20151","201501","1","Actual","Actuals","public","2482.5878456","USD"
"Original_Sales_Price","Original Sales Price","","ST52","Sennate","CT4","Sacramento","PD15","Pineapple Juice","SM5","David Carl","2015-04-01","2015","20152","201504","1","Actual","Actuals","public","3393.0585589","USD"
"Original_Sales_Price","Original Sales Price","","ST211","Lakeview One Stop","CT1","Los Angeles","PD12","Lemonade","SM7","Kiran Raj","2016-03-01","2016","20161","201603","1","Actual","Actuals","public","4270.352118","USD"
"Original_Sales_Price","Original Sales Price","","ST148","James & Sons","CT10","Reno","PD1","Coca-Cola","SM7","Kiran Raj","2014-11-01","2014","20144","201411","1","Actual","Actuals","public","3751.415934","USD"
"Original_Sales_Price","Original Sales Price","","ST104","Bayview Thriftway","CT5","San Jose","PD24","Amber","SM5","David Carl","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","8166.4931613","USD"
"Original_Sales_Price","Original Sales Price","","ST149","Peach Lake Market","CT6","Oakland","PD7","Diet Coke","SM1","Janet Bury","2016-05-01","2016","20162","201605","1","Actual","Actuals","public","2778.8102373","USD"
"Original_Sales_Price","Original Sales Price","","ST18","Skyway Mart","CT4","Sacramento","PD12","Lemonade","SM2","Lois Wood","2015-06-01","2015","20152","201506","1","Actual","Actuals","public","11615.357761","USD"
"Original_Sales_Price","Original Sales Price","","ST37","Super Mart","CT2","San Francisco","PD27","White Wine","SM2","Lois Wood","2015-06-01","2015","20152","201506","1","Actual","Actuals","public","43995.2300243","USD"
"Original_Sales_Price","Original Sales Price","","ST208","Carlton General Store","CT14","Salem","PD5","Fanta","SM1","Janet Bury","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","33820.915828","USD"
"Original_Sales_Price","Original Sales Price","","ST220","Harvestime Foods","CT8","Beverly Hills","PD16","Watermelon Juice","SM7","Kiran Raj","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","2515.415193","USD"
"Original_Sales_Price","Original Sales Price","","ST194","Gorettis","CT15","Eugene","PD9","Apple Juice","SM11","James Frank","2015-08-01","2015","20153","201508","1","Actual","Actuals","public","1275.9244049","USD"
"Original_Sales_Price","Original Sales Price","","ST135","Binns Store","CT6","Oakland","PD10","Orange with pulp","SM8","Gabriel Walton","2016-06-01","2016","20162","201606","1","Actual","Actuals","public","42286.6113567","USD"
"Original_Sales_Price","Original Sales Price","","ST188","Arrowhead Corner Store","CT7","Santa Barbara","PD25","Low Calorie Beer","SM8","Gabriel Walton","2014-11-01","2014","20144","201411","1","Actual","Actuals","public","789.607249","USD"
"Original_Sales_Price","Original Sales Price","","ST165","Albertsons","CT1","Los Angeles","PD11","Orange no pulp","SM7","Kiran Raj","2015-01-01","2015","20151","201501","1","Actual","Actuals","public","1096.4536938","USD"
"Original_Sales_Price","Original Sales Price","","ST62","Fasco ","CT1","Los Angeles","PD3","Sprite","SM5","David Carl","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","1461.3413678","USD"
"Original_Sales_Price","Original Sales Price","","ST117","Bellview Market place","CT6","Oakland","PD21","Dark Beer","SM5","David Carl","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","401.0558991","USD"
"Original_Sales_Price","Original Sales Price","","ST176","Tony Finer Mart","CT14","Salem","PD2","Pepsi","SM5","David Carl","2016-12-01","2016","20164","201612","1","Actual","Actuals","public","10345.6119177","USD"
"Original_Sales_Price","Original Sales Price","","ST89","Brookhaven Market","CT13","Portland","PD7","Diet Coke","SM7","Kiran Raj","2015-09-01","2015","20153","201509","1","Actual","Actuals","public","9070.0366147","USD"
"Original_Sales_Price","Original Sales Price","","ST169","City Market","CT13","Portland","PD19","Coconut Water","SM4","Nancy Miller","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","199.2009184","USD"
"Quantity_sold","Quantity sold","","ST121","Thrifties","CT16","Gresham","PD21","Dark Beer","SM5","David Carl","2015-03-01","2015","20151","201503","1","Actual","Actuals","public","3850",
"Original_Sales_Price","Original Sales Price","","ST219","Mesa Mart","CT2","San Francisco","PD28","Mixed Drinks","SM5","David Carl","2014-11-01","2014","20144","201411","1","Actual","Actuals","public","956.0860587","USD"
"Original_Sales_Price","Original Sales Price","","ST37","Super Mart","CT2","San Francisco","PD10","Orange with pulp","SM2","Lois Wood","2014-06-01","2014","20142","201406","1","Actual","Actuals","public","263372.0468196","USD"
"Quantity_sold","Quantity sold","","ST78","McLeods","CT5","San Jose","PD18","Strawberry Juice","SM8","Gabriel Walton","2016-11-01","2016","20164","201611","1","Actual","Actuals","public","250",
"Original_Sales_Price","Original Sales Price","","ST184","Supermart Operations","CT15","Eugene","PD14","Mango Juice","SM3","John Minker","2015-10-01","2015","20154","201510","1","Actual","Actuals","public","205.7527332","USD"
"Quantity_sold","Quantity sold","","ST128","Hudsons","CT5","San Jose","PD1","Coca-Cola","SM2","Lois Wood","2014-08-01","2014","20143","201408","1","Actual","Actuals","public","900",
"Original_Sales_Price","Original Sales Price","","ST48","Duchies ","CT14","Salem","PD11","Orange no pulp","SM2","Lois Wood","2014-09-01","2014","20143","201409","1","Actual","Actuals","public","1491.1770236","USD"
"Quantity_sold","Quantity sold","","ST47","Steve Adda","CT1","Los Angeles","PD25","Low Calorie Beer","SM3","John Minker","2016-09-01","2016","20163","201609","1","Actual","Actuals","public","550",
"Original_Sales_Price","Original Sales Price","","ST100","Park Market","CT5","San Jose","PD26","Red Wine","SM4","Nancy Miller","2016-10-01","2016","20164","201610","1","Actual","Actuals","public","8135.2716521","USD"
"Quantity_sold","Quantity sold","","ST2","Meadow Depot","CT11","Henderson","PD13","Apple Cider","SM2","Lois Wood","2016-05-01","2016","20162","201605","1","Actual","Actuals","public","2200",
"Original_Sales_Price","Original Sales Price","","ST137","Sapperton Depot","CT5","San Jose","PD27","White Wine","SM5","David Carl","2014-03-01","2014","20141","201403","1","Actual","Actuals","public","932.7610606","USD"
